,text,label
4086,miss already time family time,0
4087,dang forgot swedish mother day ran ica bought flower card made happy,0
4088,pandemic taught chat covid,1
4089,theres place like home click click theres place like home click click nothing happening still work,0
4090,name sharn brooke covid,1
4091,get follower day using wwwtweeterfollowcom add everyone train pay vip,0
4092,point away top,0
4093,clearly doesnt know people fixed income cant afford internet kept isolation away society fact justin trudeau reinforced said ppl fixed income didnt need pandemic help abandoned vulnerable pplpoverty policy,1
4094,bday party tonight lot food yummy,0
4095,haha course writing slowly many revision kink meme distracting,0
4096,work still smilin,0
4097,updated guidance clinically extremely vulnerable full guidance httpstcommxkcerw letter,1
4098,httptwitpiccomuoa selenas face scream awkwarrrdd shes smiling paparazzo,0
4099,like sleepin avery full demented bird glad feel pain,0
4100,take picture body stacked refrigerated truck picture ipads deathbed farewell many child asymptomatic spreading one another causing much pain much grief wear damned mask,1
4101,nonchristian faith welcome christmas easing covid rule,1
4102,ive tinkering setting account maybe broke flickr sorry,0
4103,think rain killed phone,0
4104,excited drive home dad house straight work,0
4105,due rapid increase number positive case community made decision postpone covid,1
4106,imagine covid would gotten bighit label fam picture standing next,1
4107,slowly dying everyday video twittrer getting annoying,0
4108,uncertain time rest assured still operating majority staff working home continue providing high quality service new existing client get touch,1
4109,haha sound like fun glad enjoyed need holiday gotta say long,0
4110,pandemic surging get worse coming month meanwhile trump raise ten million undermining dem,1
4111,today missed music today bunch deadline week,0
4112,listening music waiting making hair,0
4113,yeah hows humidity,0
4114,sorry clown think think long way first department doesnt alberta highest unemployment country credit downgrade job lost covid,1
4115,ticketmaster plan check vaccine status concert exclusive billboard httpstcoqtmrkxsf,1
4116,major news medium indecision desk irresponsibly prolonging election call projection theyre also ignoring,1
4117,magic believing anything possible daughter belief magical fairy healing power,0
4118,crossreactive antibody rare adult common child maybe good child catch cold commoncold covid antibody immunology,1
4119,three thank httpstcocvqfzwcdc,1
4120,trump done nothing absolutely nothing since election except golf people got covid man think dictator king watch take corporation bank health care military school like hitler,1
4121,italy developed inflatable mobile hugging room help loved one meeting covid corona virus italy,1
4122,open tomorrow friday november opening hour lockdown food shop wednesday sunday ampm,1
4123,need another disc prisin break,0
4124,listen learn httpstcojalhhqye,1
4125,get well soon mom love,0
4126,end lockdown restrictionsi voted tory marxist ukremember next votereform heritage ukip partytories lost,1
4127,covid update november case httpstcoetttqpmed,1
4128,see start message mostly financially supportive live musician cannot perform morrison take object lockdown didnt know clapton like,1
4129,joke covid sweat trump coronavirus covidsweats covidhallucinations guilliani covid fooliani,1
4130,state level covid data sustainability math,1
4131,chatted bit amy miss much girl mood sad,0
4132,sure going clue fact maybe someone remind,1
4133,going bed pray_er good night dawn xoxox much love,0
4134,need vaccinated inorder home see family grandson whatever take important anything else,1
4135,grabe grabe aced ple middle pandemic pahinging brain power,1
4136,soccer camp shoot day rained yesterday cool listening english accent coach,0
4137,covid much deadlier men mar httpstcollyqqfputj covid kill men jul httpstcocpxupyd research show men especially succumb nov httpstcollyqqfputj covid kill subscriber working covid benefit,1
4138,thought specific stipulation prevent,1
4139,people either enough crap tyrant mind stop left punching bag lockdown bull stop physically make leave alone,1
4140,find great free wordpress theme know google love recommendation thanks advance,0
4141,wow brave tough showing bus whos bos sarcasm coronavirus,1
4142,grcc student participate study nasal spray could reduce spread covid httpstconfqoavdfu,1
4143,ive lost three follower morning hate dont,0
4144,biden soninlaw advising pandemic hopefully hes smarter jared httpstcortlpvdibm,1
4145,poo back leave early get stuck consultancy work,0
4146,hey que regada,0
4147,looting nike store looting play golf pandemic tax payer forget qanon nutjob tax payer buy personal jet looting worse wrong worse httpstcocgsyfvhn,1
4148,toronto police city staff locksmith tow move adamson barbecue etobicoke prevent opening indoor,1
4149,useless trump administration leaf state grapple distribute scarce vaccine via,1
4150,like going stuck thousand kilometre away everyone christmas pandemic better believe mailing christmas card every single person know,1
4151,wish could home fathers day love dad,0
4152,japanesse omg pretty cool lol amazing thing,0
4153,well sameeee gotta pretend everything okay httpstcojxezkvnv,1
4154,awake gonna make self tea hope everyone great day,0
4155,cant believe know one two proudly getting vaccine people,1
4156,found another cure stand fridge freezer moscow till block,1
4157,snapped tho follow miss httpstcoiltgurglg httpstcolfsmxfijk,1
4158,thinking boyfriend fact hes way hospital,0
4159,shutt pity ahahah suck biiig time,0
4160,hey park pic cute,0
4161,baby boy precious love milky little smile thank allowing peek,0
4162,fuuuun tired hace lot mind,0
4163,birthday step spoil important day year big sends little sends expect,1
4164,actually quite happy toady apart agony body able outside done revising alls,0
4165,couldnt believe found,0
4166,apparently build vaccine production facility overnight,1
4167,cant tell many time one come hah bos isnt today unless hmmm,0
4168,loving first class way london httptwitpiccomis,0
4169,suck life like hour half away weve seen time,0
4170,forget covid case stupidity administration suggest sanity test,1
4171,somebody save boredom,0
4172,nice see httpbitlyjkwva youre hero,0
4173,ohk thankyou much bro could would give hug seeminq ure vega cant,0
4174,awww poor baby western australia,0
4175,patent potential huge case switched execution game sale know cashburn still dont see problem since sale build corona might slow look throgh disclaimer acarix,1
4176,seems kinda like shut without financial mean support campaign hire legal team fight part seem like rule enforced equally httpstcovgiwghqj,1
4177,med help working,0
4178,bus boiling still dying hayfever awful,0
4179,already knew answer question ill remind wear sunscreen,0
4180,lol thats cute dont worry didnt drop busy putting together new sale funnel like stay focused,0
4181,look like offline event card cant leave longer lockdown end well,1
4182,hanging boyfriend happy,0
4183,new report renowned conservationist scientist examines bad covid could africa wildlife protected area need done save wild space httpstcoapmkmrgdxcovid africa conservation,1
4184,middle global pandemic revenue reduced way could never imagine,1
4185,death covid increasing even christ wasnt able save life donald trump didnt actively seek save hand jesus doesnt ability job deputy jesusnorth dakota,1
4186,believe dealing covid almost year like dang,1
4187,taking care good friend jessica sick shes going crazy allowed leave room today,0
4188,resident markland icu longlong ago guy prone drama make good choice december,1
4189,soon fighting misinformation age check httpstcoyhfhjimql via infodemic covid,1
4190,total people coming noida randomly tested border two city delhi covid,1
4191,rooooooly hug whassup bro,0
4192,made number one yay win slow day ontd ontd,0
4193,june need hot water,0
4194,morning feeling well throat hurt really bad,0
4195,watching season finale hill,0
4196,covid stats new case death currently hospitalized wanna see first world country crash burn incompetent leadership guinea pig,1
4197,lrt confused second saw gsa brain gave gay straight alliance like national gsa working vaccine,1
4198,nope build one top uiwebview want still safari underneath though,0
4199,think phone died,0
4200,amazingly death rate margin last year mean flu,1
4201,work anywhere remote destination offer extended stay qualify taught one thing intiate deal build relationship close deal waiting subsid httpstcodebrpsz httpstcoyhpehmjpandemic,1
4202,awww sry stink,0
4203,upstate making sure suny student home thanksgiving free covid processing test abc news http,1
4204,happy mother day moms science quiz morrow auugh,0
4205,wish nice old men train conductor like little irish girl let ride free,0
4206,morn sick baby finally sleep,0
4207,teacher educator feel kid without education year quite frankly belong working kid daughter covid long ago zero symptom fever day zero problem returning back school,1
4208,fuck world communist viruschinesevirus,1
4209,knew something result every state around increasing case httpstcoxkawzqlcn,1
4210,great working even lockdown lovely staff group powerful discussion safeguarding,1
4211,school cool peep,0
4212,going longest day hour minute life,1
4213,badddddddddddddddddddddd dont make disappointed,0
4214,find hard understand wearing mask difficult karen know wearing mask flight mandatory yet refused forcing airport security officer escort thinking,1
4215,amazing much brain cannot function hoover argh making many cock ups,0
4216,far ecommerce bet paid retailer ceo making billion dollar recent month worker however facing holiday season hazard pay dried covid case rise httpstcovovwuua,1
4217,parkingstan costlier last charged billion,0
4218,period pfizer moderna keep premature vaccine tacha,1
4219,exhausted want sleep wake tomorrow,0
4220,nice work shut first business least hope first owning libs via covid recession trump mag covidiots,1
4221,gooood walk today bike ride tomorrow designing tee night museum later school tomorrow,0
4222,twitterberry wont work friend,0
4223,ticket left gutted,0
4224,disappointingly graceland right though,0
4225,bottom ocean jacob,0
4226,know right thats weak seems like think latonya lamesauce call,0
4227,bout movie blackberry battery bout die smh,0
4228,glad watching ppv tonight beyond pissed,0
4229,okay come home work today jones really silly look face know look mean shes done somethingme done done silly look continues spend much money nome pick stray animal,1
4230,thats bad thing,0
4231,sacrificing thanksgiving family hundred church worshiper find way worship inside highly likely spread covid scotus,1
4232,wanted see bmth cant,0
4233,convinced distrust calling fucking head listened mask,1
4234,wish schrodingers cat,0
4235,amc covid update,1
4236,watch american died death worldwide sunshine skyway bridge killed people,1
4237,cant believe seeing practice social distancing come middle pandemic least face mask,1
4238,sent mine short ago thanks two referees currently vacation,0
4239,morning twitt peep gonna gonna take nice shower beautiful day today still kinda sad though,0
4240,theyre signalling racist intent treat one group utter contempt rinse repeat old covid disabled poor austerity,1
4241,tough brought lying referendum must accept consequence dirty action httpstcorzdpeef,1
4242,day work probably wont get thing done art well ill work extra hard next week,0
4243,worst spread coronavirus seen taking risk seri,1
4244,perfect last day craigbop,0
4245,part warp speed initiative apparently sycophancy know bound orange monster anyway completely tested yet httpstcogprmvivhi,1
4246,still challenging interpret covid data wake thanksgiving holiday sad see almost alltime peak death right vaccine around corner,1
4247,got back monette miss dunno gonna,0
4248,agreed would like see expand task force nursing leader need included task force work represent million frontline clinician covid get ppe,1
4249,thanks made back one piece,0
4250,know called laissezfaire underpinning philosophy socalled freemarketeers nigh year visible also regime approach covid imo,1
4251,maczombierawr drag hell okay scary worth watching,0
4252,week multiple health screen asking everyone quarantine surprised closest inner circle trip private island could pretend thing normal brief moment time httpstcorectxw,1
4253,side effect flu jab include fever shiveringheadachetiredness drowsinessredness soreness swelling injected sometimes spot itchymuscle achesnauseafeeling generally unwell million identified illness never single death,1
4254,understanding pandemic prevention fee like fee sort immunization covid country cruise httpstcockxatvrcpd,1
4255,report sustainable office development still moving full steam ahead despite upheaval brought covid,1
4256,cheesy crumpet great dont like cheese proper butter,0
4257,walk wee auld man held hostage conversation bit actually kinda enjoyed lockdown wild,1
4258,good night baby xxxx,0
4259,happy thursday everyone hope great rest week covid selfcare thursdayvibes,1
4260,mitigating encouraging crowd day till lockdown yorkdale packed yorkdale scarborough town centre,1
4261,yay love drunk lol least home safe,0
4262,miserable cant function like want,0
4263,man going miss backtoschool gossip,0
4264,latin america tech talent lead region covid beyond via,1
4265,ended finding dress absolutely love size,0
4266,entirely sure triggering conservative twitter one right mind think trudeau failed fixing particular thing harper broke answered rempel gotcha question gotcha answer come silly httpstcosydpxtc,1
4267,kenneth send family card ive never happy,0
4268,let everyone know kassy want coz great always mean,0
4269,way fort knox already missing husband going phoneless soon think,0
4270,seriousness seeing people survive many long term effect amazing blithely discount suffering life could forever altered even covid kill,1
4271,vlog moving canada reuniting fiancé month apart due covid httpstcoqpdssvydnd,1
4272,ankle definitely twisted leg didnt snap barely walk sweet life,0
4273,covid limit fan set boxing day test mcg official making case bigger crowd showpiece event via httpstcodidutsocs,1
4274,people like side world truly mine,0
4275,global economic recovery covid remains difficult imf afp httpstcohyqsydqih,1
4276,want die embarrassment already haih,0
4277,controversial white house coronavirus adviser scott atlas resigntoo little late,1
4278,loving wedding giving load idea,0
4279,mainer gonna upset curfew like bed anyways,1
4280,worst acid reflux life right suck bad,0
4281,address roadblock effective public health official need acknowledge people experiencing contact tracing,1
4282,ancestor fought shame      never forgotten,1
4283,people underwhelm much nadine dorries throwing colleague bus many,1
4284,ready talk something progressive spread theory change hold space solidarity power election month cant get fast enough httpstcorgvqcffa,1
4285,trust faith pray always always pray pray fandom stay safe healthy wear face mask face shield outside morning kaflyers ward edward barber maymay entrata,1
4286,covid testing site across metro atlanta seeing long line holiday weekend,1
4287,still current approach work christmas foster extreme new case death zero vid,1
4288,hello took oath serve protect american people right,1
4289,holden respectively dhs abandoned policy year several month pandemic coronavirus denied interview local station homeless sleeping cart mta,1
4290,important mental health emotional health hand hand think others thinking,1
4291,swisscom failed today start sale first android phone nothing store employee arent informed etc,0
4292,flatmates birthday today bought dvd already boob,0
4293,gotta get quarantine bud,1
4294,someone get cyclods evolution bday play game,0
4295,hey might fall asleep watching without trace,0
4296,httptwitpiccomgtps joss numfar year old today,0
4297,ahhhhhhhh need get cant find copy haha everybody missed tonight,0
4298,haha middle school honeysuckle plant used everyday recess,0
4299,ended bagel gross ate running today really dont feel like,0
4300,think mother teresa made people say nice thing force coercion fear another similarity pontius boris crucifying hide story buddy sold dodgy ppe contract raping nation pandemic stand opposition save,1
4301,today thats week watched new xman movie awesome laundry,0
4302,listening rain feeling sad cause cry baby hate one awake left thought,0
4303,study find single largest driver coronavirus misinformation trump,1
4304,week ago new case growing percentage point faster new test abo covid,1
4305,midland city council vote mask mandate meeting tuesday requiring business requir breaking,1
4306,breaking news moderna inc said would ask european regulator monday allow emergency use covid vaccine,1
4307,chalet dead boring could spend time home rather scolding scolding sickening,0
4308,say percent coronavirus test reveal infection doe state disagree comment,1
4309,shattered havent packed moro,0
4310,actually listened osterholm lockdown discussion focus stimulus package big portion going smal business owner top epidemiologist year act like know ignorance look good,1
4311,cranmer bbq dance class indoor bbq due gloriously seasonal british weather,0
4312,enjoying tweetie mac,0
4313,website blocked office,0
4314,toronto sun lilley ten thousand federal worker paid leave home covid private sector worker lose job via transparent,1
4315,got custom ipsw willdta didnt work,0
4316,boat navigate away covid,1
4317,umbrella day rest enjoy day dont eat much icecream love germany,0
4318,good night wonderful day tomorrow tweeter,0
4319,untitled stole got khimjejung step one spell name song believe island httptinyurlcomqxmy,0
4320,watch fake covid testing site,1
4321,working vaccine excuse begin getting vulnerable least within week manage production,1
4322,great article sikh community come together provided support covid httpstcovowjbkfy,1
4323,oversaw home sale transaction volume look like smart time raise money view home sale quickly come back reality spurt people planning buy next yearsthe pandemic low rate pushed hump,1
4324,hey joking xlive live httpustreamqb,0
4325,method dont construction editing etc never paid much attention school focused math,0
4326,neat much money save,0
4327,voter wanted heard despite covid long line obstacle month election,1
4328,let accidentally give gma covid damn mask mask save life,1
4329,tired lol soccer game last night rain sorta fun lol lost though,0
4330,gnite yall tomorrow wednesday hand best day week lol sike,0
4331,want grilled cheesy goodness garlic sausage french fry,0
4332,tonight beyond busted feel like crapp really thinking people surround building wall,0
4333,reminder lockdown whatever tier offering handwrite card perso,1
4334,catching iplayer hac,0
4335,video available country due copyright restriction three cheer defeating beauty web,0
4336,hope million vaccine dos via covax scheme first quarter chief scientist httpstcoqmvrwrrl,1
4337,good morning check fox morning news,0
4338,sooooooooo ready get dad wake freakin early everytime stay,0
4339,seriously california httpstcobgqwlcnc,1
4340,bad mood taking duke walk,0
4341,bad shiny suit looked tour lol good luck rocking national anthem,0
4342,wtf union hack heraldo know nothing anything except kiss donald trump,1
4343,covid stressor caused dip trend established president obama rebound simply normalisation back trend established president obamas policy,1
4344,dumb dumber httpstcopagorcslex,1
4345,manitoba announced new case record death saturday nov active case total covid,1
4346,story life fuck covid,1
4347,latest accessibility matter news thanks health covid,1
4348,got life back found day planner,0
4349,hell yea boy better work shit aint neva scared take dick lmao made keemie,0
4350,training ground closed indefinitely player staff self isolating friday game villa postponed united fpl fpl community covid,1
4351,going aunt staying tested positive covid gave ticket relative gainesville want expose others,1
4352,getting kinda home sick,0
4353,dont talk night sleeptight,0
4354,detective conan episode script done may touch later fine,0
4355,want sell eyeko cream taker tried suitable skin,0
4356,thanks jeffrey ill survive,0
4357,someone come good smell,0
4358,pfizer ceo certain vaccine stop transmission covid company jab approved evaluated http,1
4359,new confirmed case cumulative death active hospitalization active case recovered death went since yesterday hospitalization also httpstcokzsmusadebmtnews covid,1
4360,want one thing presidency actually would get praise make mitch,1
4361,excited season finale hill mtv award tonight,0
4362,parent dont want know catching covid along vaping unprotected premarital sex cool httpstcotwecjhsal,1
4363,business usual online shop working safely mill courier keep delivering blanket every day help make lockdown life little bit cosier brighter cosy,1
4364,canada could approve covid vaccine week day say health canada senior adviser cbc radio,1
4365,hey shaun look found video httpbitlyrhuc,0
4366,wish luck midterm ill need,0
4367,covid sindh report nearly case day,1
4368,tomorrow morning going hurt must sleep cup coffee left thats cup pot ugh,0
4369,ridiculous prediction personally infuriating considering daughter got dia covid,1
4370,nicholas refns valhalla rising mads mikkelsen jamie sif delayed release next year boo httptinyurlcommgv,0
4371,know one shocked ius success covid season theyve training limited capacit,1
4372,dont worry theres still ton money made encouraging people catch covid,1
4373,unis school guy half year prepare solution another long perio bildung statt praesenzpflicht,1
4374,true health worker fucker hospital private residential care individual learning disability worst vaccine covidー,1
4375,hmmm wonder listen people like trevor come global pandemic interesting view changed quickly able play ball,1
4376,perfect covid safe shopping tynemouth december see httpstcobnikmrxbshop small shop local,1
4377,trying get twitter hooked facebook,0
4378,let review bottle red month wear mask let see show,1
4379,new home amazing yard pool quite hawaii though going disruptive new neighborhood,0
4380,finished bio exam min early bored httptwitpiccomjmnw,0
4381,wear mask httpstcoruahmvwxl,1
4382,would leave comment picture cant log twitpic pretend picture beautyfull,0
4383,san mateo county entered orange tier state coronavirus colorcoded system earlier week still wide discrepancy different high school district within county plan ramp athletic act httpstcomwycqajo,1
4384,road trip look little different year mask goggles face shield negative covid test tampa bound sic,1
4385,let know happens poor little guy,0
4386,question lip find way testing first vaccine given,1
4387,strange happening today friend accident hes fine,0
4388,uhmm dont know youre referring underwear breakup guess bad lulz,0
4389,love barney stinson almost much chuck,0
4390,happy war day may brilliant star,0
4391,next one dinner bonehead giving blogworld info discs event excited,0
4392,yes true httpstcodfonxznjqe,1
4393,httptwitpiccomgjz mean didnt win,0
4394,mon registration deadline vote senate runoff person able willing start mon get calculated jan eod take potus dejoy usps slowdown recount lawsuit etc equation vote early covid economy,1
4395,lack social distancing proper masking eating public reason huge number case delhi delhi say pollution unfortunate coronavirus,1
4396,work freakin stoked alllll,0
4397,realised two year since ive seen youngest sister must try reconnect today lunch doesnt time fly quickly,0
4398,solskjær telles little tested positive coronavirus symptom,1
4399,cant believe gettin wat puppy,0
4400,good morn twit fam heard bad news last nite friend hubby past away life short tell love everyday,0
4401,worship prep saturday nght revo,0
4402,neyocrazydear summer cant wait new memory rip damn good one album car,0
4403,sorry knee dear wheres tattoo pic,0
4404,actually photo saw primarily mask social distancing unlike gop super spreader rally,1
4405,cloth mask work dangerous vulnerable ppl think vulnerable ppl wear acute setting effective vulnerable ppl wear long due labored breathing rebreathing,1
4406,ill take compliment,0
4407,httptwitpiccompa case didnt underget todays tip day heres picture,0
4408,quite possible sweden last line vaccine long time hoped fot herd immunity vaccine,1
4409,yeah remember watch,0
4410,stunning tory demand cost benefit analysis increased lockdown save life,1
4411,hope good night hun,0
4412,handling coronavirus political attempt statesanctioned mass murder going successful,1
4413,france shutdown covid,1
4414,hello corona lady first plz,1
4415,already defunded police voting covid relief local government youre fraud jim tiny sexual,1
4416,send chopped screwed version new single fire thanks got done today,0
4417,want pink tho blue left,0
4418,exactly would almost give anything sometimes ugh hate feeling soooo fuck,0
4419,still havent found job,0
4420,lazy republican kind vitriol take energy right passively order starbucks delive,1
4421,ask dont wanna find something want taken away,0
4422,bringing home himbo lockdown httpstcowzgjjiw,1
4423,gettin dragged hard work,0
4424,feel really weird nostalgia lockdown like whipped coffee quiz walk bakes tiktok song,1
4425,urgent need plasma donor covid patient sant parmanand hospital civil line delhi tarun jain,1
4426,ive probably gained pound since covid case went running mile day barely able run without gassing ive noticed wim hof breathing cbd tremendous help though hoping get back swing thing,1
4427,contagion steven soderbergh,1
4428,yes comment mikes apology video sympathy hot bored yro guy yachting pandemic petri dish cant even take ball pit sympathy anyone infected joy ridetill replicators supergirl,1
4429,need positive subhash chander year maleat merisanjeevni delhi blood group covid,1
4430,rising covid hospitalization threaten overwhelm healthcare system httpstcoyztbwrjuea,1
4431,miss playing tennis suck much get frustrated play,0
4432,instead anticipated please,1
4433,order limit potential covid outbreak nba allowing rocket put stripper pole extends directly practice facil,1
4434,way walking alleviate anxiety lift mood add sight fractal leaf tree colour,1
4435,happy mothers day mama tweeps,0
4436,everytime guy live saynow doesnt work,0
4437,weve come long way together great twitter journey,0
4438,launching vaccine soon week combat imposing nationwide control case httpstcozupqwesyccovid lockdown,1
4439,goodnight back work tomorrow gotta get sleep,0
4440,first born got stipendi something good day also,0
4441,omg realized paige exactly week sooooo stoked love paige,0
4442,going petrol different filling stationfor funsies,0
4443,quite early morning watching scrub terrible weather,0
4444,also good idea change horse midstream middle pandemic,1
4445,yeah pretty grim right wrong ala,0
4446,didnt get loan,0
4447,yixing donated million korea coronavirus outbreak still get petition human,1
4448,aim put smile face today sfa,0
4449,keep kid occupied lockdown download free family activity pack would love,1
4450,perhaps another theory wisconsin,1
4451,hey man romance novel goood wouldnt like tall dark handsome cut man ohh yeah hehe kid kid,0
4452,love online shopping,0
4453,extracurricular activity came,0
4454,putin russia begin mass covid vaccination next week,1
4455,ordered last song book cant wait read see movie doe movie come,0
4456,richard spent many year influence alcohol drinking began age friend would grab cheap sixpack beer delicatessen drink httpstcoimsjaypok recovery posse covid odaat,1
4457,fantastic news well deserved,1
4458,aww online wont workk,0
4459,ahh world tour,0
4460,state official recommend westmoreland county school onlineonly coronavirus case rise httpstconaqvlmjf,1
4461,doesnt look like social distancing,1
4462,hahaha thats great miss hope break going well,0
4463,volunteer discus sideeffects receiving moderna covid vaccine,1
4464,youre trying hard care getting hurt million thing say ill sound harsh,0
4465,gosh break heart,0
4466,everything old new httpstcogsrwlzdvky httpstcocsqxabruha,1
4467,bye ramiers till twit hug,0
4468,next two half month going crucial fight oncoming festival season winter corona,1
4469,would love wii budget,0
4470,incredibly important preprint inform among many analysis team recruited patient long covid,1
4471,wish next wknd tho,0
4472,think tremendous recognition hard work everybody city shar,1
4473,hospitalized covid patient face much higher risk death develop blood clot according new metaanalysis,1
4474,say indian team isnt consistent lost game elan,0
4475,say like magnet drama jersey woman ooozzz drama,0
4476,first day school tomorrow first day gonna end loving new house,0
4477,yay love youuuu httptwitpiccompwd,0
4478,worst nightmare think ears infected thought good job,0
4479,awww still try,0
4480,long ago brought school doe anyone know teacher set httpblipfmigty,0
4481,written word limit got much write noooo,0
4482,sonic breakfast taco perfect day scoped,0
4483,vaccine news today stirred memory thing called pub cinema friend,1
4484,covid killed nearly american thats equal population petersburg wear mask right thin,1
4485,knowingly boarded flight aware positive covid test result placing passenger flight danger death kauai police said httpstcoxuerys,1
4486,reunion want know replying cant schedule shes available push,0
4487,believe santa klaus httpstcoxhtcmjf,1
4488,wow look even crime,1
4489,good fun growing,0
4490,thank exactly looking,0
4491,meeting training bad almost time gym havent week,0
4492,woah woah woah fine top covid guideline losing draft pick care round ridiculous raider lose pick mishandling disease didnt exist year ago,1
4493,advocated people hang theater midst global pandemic,1
4494,delighted team hugging please,1
4495,update last night nature knitting music top get lockdown quoted let nature look carers group simplepleasures,1
4496,worrying rocketing death rate due covid stop egotistical idiot,1
4497,urgh ive still seeen,0
4498,got email asking covid vaccine volunteer applied diabetic well see bite,1
4499,voter turnout disparity accidental state day registration strong vote mail system often,1
4500,huge amount work money spent without consultation reason proceed life risk physically imagine emotionally living middle covid site testee wandering around coughing spewing live virus httpstcohuduyth,1
4501,pfizer coronavirus vaccine dos could available december vaccine pfizer,1
4502,bad cough lost voice,0
4503,bronco shelby harris test positive covid httpstcovnxhukuefj,1
4504,covid spikin yalll please wear yalls mask idk tha shit help better safe sorry,1
4505,good number teacher teacher risking life joey salley get better social skill worth people learn social grace want pandemic stage turning ferocious stage,1
4506,mantra usually full body massage massage junkie,0
4507,pneumonia caused bacteria normally inhabit nose throat invaded lung alon,1
4508,fun time luck strike sorry kawawa bear cause thought wasnt coming bff habbbeee burrrday cake boy,0
4509,time review curfew restriction thousand people pack ratu cakobau park without social distan,1
4510,love withh power ranger jerkkinnn cant find myspacee damm fuckin finneee haha,0
4511,even vaccine month away researcher hard work developing innovative new treatment covid,1
4512,dont know new york,0
4513,republican conspiracy theorist said election pandemic would magically disappear serve,1
4514,glad back school see peep make money,0
4515,american died covid new case spiking across much country think,1
4516,shameless lying highest order indias health minister promised covid vaccine,1
4517,also nebraska covid test team begged following rule guideline stayed healthy big ten commissioner care give praise since threatened sue time independent year care httpstcofjzjearg,1
4518,also anti weed,1
4519,fish net stocking,1
4520,pfizer say covid vaccine appears effective httpstcoosdnisv httpstcomdaqcoal,1
4521,call evidence impact education childrens service still open submission covid,1
4522,sux need new vet,0
4523,small island advantage fighting spread disease europe drowning covid patient welcome flight open arm check test isolation,1
4524,back tweeter qld cant play everyone else drink watch match tonight,0
4525,gotta love httpstconfqppucoc,1
4526,highlight know youre talking,0
4527,𝑪𝑨𝑻𝑪𝑯 𝑳𝑨𝑺𝑻 𝑭𝑹𝑰𝑫𝑨𝒀𝑺 𝑷𝑶𝑫𝑪𝑨𝑺𝑻 owner billie tarascio share experimentation helped organizat,1
4528,helen greeting kinsale,0
4529,want sugarpuffs leg dont work properly atm heellppp,0
4530,promise wont tell anyone,0
4531,good grief still whereever youre planning ending jeeeeshhhh long day,0
4532,protect covid keep safe distance dubakoor modi,1
4533,sure tweet usual standard day wake,0
4534,doctor think another covidrelated lockdown imminent httpstcoybgaeiwsqd,1
4535,good riddance thanks nothing,1
4536,need charge mac,0
4537,brotherinlaw grandmother passed covid got sick last day soninlaw gave sister coworker rough time currently bos fatherinlaw passed week ago also lasted day contracting,1
4538,terrific story former uswnt nwsl defender rachel van hollebeke httpstcoxfuvrbitx,1
4539,antimiley ever nick jonas bad fault buaaaaaa nick kill fault nick jonas,0
4540,aww poor sister worst part didnt even get watch gilmore girl,0
4541,hey troy shoot mail talk,0
4542,plan legalise forced vaccine sectioning people revised mental health actuk government commissionedparliament committee report parity argumentlines,1
4543,bing flight comparison cool love price predictor cant wait till doe comparison australia,0
4544,going dinner two niceeeee,0
4545,god damn live canada wen gna sumthg herr,0
4546,reality sunday final first eviction sad never apprentice,0
4547,tough time even tough nurse offering free quick video surrounding mental health support nurse please check share colleague httpstcogvliotohnurse twitter med twitter peep heroesarepeopletoo,1
4548,send direct message youre following person person following,0
4549,debt rattle november month cant keep treating covid problem town thats myopic need bigger picture httpstcogexhdjuz httpstconpxlgfv,1
4550,omg ahhh school almost gonna miss everybody hey right tonite confusing need help hug right,0
4551,watching house mate pack around tempted start well even though dont leave till wednesday lol,0
4552,must particularly nasty database fetid breath particularly nasty talon waiting revoir amis,0
4553,really wanna everyone gonna find free money,0
4554,ontario court freeze property owned family member allegedly involved theft covid relief fund star httpstcoeostxpegnt,1
4555,say especially cheat money regular fan,0
4556,dont worry dude gonna let internet cooly ruin vanessa look really sad,0
4557,going south padre island tommorow spending day schlitterban fun cant wait,0
4558,going kohl culvers watergun fight tonight ill gone day twitts,0
4559,nvm thought something birthday gift,0
4560,interestingly enough also applies federal government response covid,1
4561,slowness day aknowledged rapidly fixed guy rock need iphone app,0
4562,stickam isnt working right hot cannot wait leave camp,0
4563,rejoyce moment httpstcosygsgmtf,1
4564,government would sooo much better actually admitted truth everyone know great reset covid covid covid vaccine covidー covid second wave lievid swine flu swine flu,1
4565,ffs pay small number people working plague hotel enough work single plague hotel pan,1
4566,tweet feeling rather unloved moment,0
4567,sleep still exhausted much love job bloody exhausting day half done,0
4568,year long time httpbitlyabrrx,0
4569,thx boo gotta stay educated,0
4570,think youd fun talk radio big plan,0
4571,omg jonas brother kidding curtesy bengal,0
4572,travelled state potentially spreading covid around hall congres,1
4573,anthony cancel due selling house dealing closing issue week,0
4574,jquery lightbox script gracefully degrades disabled gallery simply link full image,0
4575,make jackass famous httpstcofrrdhhryp,1
4576,winter covid increase outdoor option,1
4577,please help support sweet relief httpstcovxuczmoxp,1
4578,david perdue want georgia know provided ppp small business care act tell georgian,1
4579,check ebay amazon,1
4580,vaccine nothing fake make money many way people india careful get trapped avoid waste hard earned money vaccine take many month may year lot issue yet come vaccine,1
4581,jumping jack haha sleeping work vega time,0
4582,fun buying thing move,0
4583,thanksz whutsz didnt talk,0
4584,officially ill sick suck throat sooooo sore,0
4585,unfortunately lucky enuf using mac stuck dell,0
